"Bestaande koopwoningen; gemiddelde verkoopprijzen, regio"
""
"";"";"";"Perioden"
"Beekdaelen";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"274875";"313156";"338889";"335685";"364234";"383775"
"Beemster";"Gemiddelde verkoopprijs";"euro";"122907";"232456";"297048";"308549";"278733";"463775";"502018";"";"";"";""
"Beesel";"Gemiddelde verkoopprijs";"euro";"93275";"154327";"204479";"187712";"198705";"267983";"290029";"299072";"344540";"319521";"358895"
"Beilen";"Gemiddelde verkoopprijs";"euro";"111297";"";"";"";"";"";"";"";"";"";""
"Belfeld";"Gemiddelde verkoopprijs";"euro";"101723";"143569";"";"";"";"";"";"";"";"";""
"Bellingwedde";"Gemiddelde verkoopprijs";"euro";"67394";"121655";"178059";"176783";"158765";"";"";"";"";"";""
"Bemmel";"Gemiddelde verkoopprijs";"euro";"114534";"187761";"";"";"";"";"";"";"";"";""
"Bennebroek";"Gemiddelde verkoopprijs";"euro";"138013";"302031";"348098";"";"";"";"";"";"";"";""
"Berg en Dal";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"340206";"377603";"424764";"427618";"462603";"482272"
"Bergambacht";"Gemiddelde verkoopprijs";"euro";"115432";"207115";"279085";"265671";"";"";"";"";"";"";""
"Bergeijk";"Gemiddelde verkoopprijs";"euro";"";"235192";"320236";"293499";"265178";"373967";"402488";"446887";"422328";"494950";"527954"
"Bergen (L.)";"Gemiddelde verkoopprijs";"euro";"96960";"199084";"228350";"205668";"188826";"275066";"301211";"369272";"337950";"397057";"449775"
"Bergen (NH.)";"Gemiddelde verkoopprijs";"euro";"185870";"370091";"370721";"412441";"356475";"549858";"659453";"685916";"688064";"694945";"737165"
"Bergen op Zoom";"Gemiddelde verkoopprijs";"euro";"84558";"139511";"212656";"222397";"207778";"278752";"307371";"321657";"338389";"360624";"398490"
"Bergeyk";"Gemiddelde verkoopprijs";"euro";"110449";"";"";"";"";"";"";"";"";"";""
"Bergh";"Gemiddelde verkoopprijs";"euro";"102922";"177047";"";"";"";"";"";"";"";"";""
"Bergschenhoek";"Gemiddelde verkoopprijs";"euro";"106392";"210651";"298224";"";"";"";"";"";"";"";""
"Berkel en Rodenrijs";"Gemiddelde verkoopprijs";"euro";"118377";"195319";"245242";"";"";"";"";"";"";"";""
"Berkel-Enschot";"Gemiddelde verkoopprijs";"euro";"119414";"";"";"";"";"";"";"";"";"";""
"Berkelland";"Gemiddelde verkoopprijs";"euro";"";"";"225124";"223086";"209095";"302442";"339725";"365803";"401334";"400993";"429910"
"Berlicum";"Gemiddelde verkoopprijs";"euro";"139667";"";"";"";"";"";"";"";"";"";""
"Bernheze";"Gemiddelde verkoopprijs";"euro";"111791";"221037";"293469";"318487";"262080";"368167";"425441";"475097";"496395";"500209";"576186"
"Bernisse";"Gemiddelde verkoopprijs";"euro";"98951";"159868";"227052";"251563";"";"";"";"";"";"";""
"Best";"Gemiddelde verkoopprijs";"euro";"94912";"196717";"271966";"261181";"244359";"364533";"414438";"456881";"452216";"517663";"553741"
"Beuningen";"Gemiddelde verkoopprijs";"euro";"101535";"195815";"244158";"242071";"240907";"334859";"378836";"428327";"422424";"451834";"527279"
"Beverwijk";"Gemiddelde verkoopprijs";"euro";"79148";"144980";"195639";"195648";"194383";"304572";"335751";"382620";"369981";"402710";"419001"
"het Bildt";"Gemiddelde verkoopprijs";"euro";"53483";"93883";"154574";"183155";"141548";"";"";"";"";"";""
"De Bilt";"Gemiddelde verkoopprijs";"euro";"158006";"325145";"395246";"432827";"374060";"540361";"634801";"719556";"608049";"701163";"729588"
"Binnenmaas";"Gemiddelde verkoopprijs";"euro";"91219";"191892";"265735";"265281";"222344";"";"";"";"";"";""
"Bladel";"Gemiddelde verkoopprijs";"euro";"";"226149";"278085";"273458";"247653";"358832";"409300";"465418";"441886";"468486";"511537"
"Bladel en Netersel";"Gemiddelde verkoopprijs";"euro";"109364";"";"";"";"";"";"";"";"";"";""
"Blaricum";"Gemiddelde verkoopprijs";"euro";"224507";"670412";"692900";"788688";"549464";"831788";"1067258";"1099057";"1070259";"993994";"1105604"
"Bleiswijk";"Gemiddelde verkoopprijs";"euro";"137276";"188222";"258558";"";"";"";"";"";"";"";""
"Bloemendaal";"Gemiddelde verkoopprijs";"euro";"229045";"565093";"647051";"667014";"597694";"863297";"1007936";"1118894";"1088814";"1043333";"1023762"
"Boarnsterhim";"Gemiddelde verkoopprijs";"euro";"73098";"135648";"189882";"204379";"";"";"";"";"";"";""
"Bodegraven";"Gemiddelde verkoopprijs";"euro";"112355";"188665";"259813";"258002";"";"";"";"";"";"";""
"Bodegraven-Reeuwijk";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"264394";"356638";"429306";"495663";"459624";"517752";"530224"
"Boekel";"Gemiddelde verkoopprijs";"euro";"122631";"229042";"283692";"258077";"234539";"325511";"366401";"448015";"445458";"389372";"448168"
"Ten Boer";"Gemiddelde verkoopprijs";"euro";"64445";"128555";"159851";"204832";"181299";"";"";"";"";"";""
"Bolsward";"Gemiddelde verkoopprijs";"euro";"59510";"115155";"181481";"188121";"";"";"";"";"";"";""
"Borculo";"Gemiddelde verkoopprijs";"euro";"96331";"163863";"";"";"";"";"";"";"";"";""
"Borger";"Gemiddelde verkoopprijs";"euro";"89965";"";"";"";"";"";"";"";"";"";""
"Borger-Odoorn";"Gemiddelde verkoopprijs";"euro";"";"148120";"199912";"220469";"193502";"276324";"305783";"354458";"345005";"377859";"445770"
"Born";"Gemiddelde verkoopprijs";"euro";"94369";"162310";"";"";"";"";"";"";"";"";""
"Borne";"Gemiddelde verkoopprijs";"euro";"89463";"187520";"209917";"228279";"206915";"311055";"336553";"382521";"378701";"410964";"454281"
"Borsele";"Gemiddelde verkoopprijs";"euro";"75997";"133165";"202207";"223962";"198139";"259279";"297555";"328813";"337098";"363073";"397874"
"Boskoop";"Gemiddelde verkoopprijs";"euro";"114015";"194198";"243589";"253213";"";"";"";"";"";"";""
"Boxmeer";"Gemiddelde verkoopprijs";"euro";"113374";"193885";"267002";"263856";"232398";"306240";"376130";"";"";"";""
"Boxtel";"Gemiddelde verkoopprijs";"euro";"100616";"199043";"272690";"285257";"246872";"318532";"404430";"466586";"445741";"468999";"522253"
"Brakel";"Gemiddelde verkoopprijs";"euro";"91804";"";"";"";"";"";"";"";"";"";""
"Breda";"Gemiddelde verkoopprijs";"euro";"99267";"166012";"232403";"268988";"246592";"378935";"427348";"470555";"437260";"484925";"509387"
"Brederwiede";"Gemiddelde verkoopprijs";"euro";"89699";"210347";"";"";"";"";"";"";"";"";""
"Breukelen";"Gemiddelde verkoopprijs";"euro";"120455";"241491";"305980";"319120";"";"";"";"";"";"";""
"Brielle";"Gemiddelde verkoopprijs";"euro";"101722";"162651";"252594";"244642";"196047";"330582";"371768";"406146";"";"";""
"Broekhuizen";"Gemiddelde verkoopprijs";"euro";"105026";"179683";"";"";"";"";"";"";"";"";""
"Bronckhorst";"Gemiddelde verkoopprijs";"euro";"";"";"253481";"261511";"239902";"366813";"424632";"432987";"448373";"494738";"539034"
"Brouwershaven";"Gemiddelde verkoopprijs";"euro";"83319";"";"";"";"";"";"";"";"";"";""
"Bruinisse";"Gemiddelde verkoopprijs";"euro";"77794";"";"";"";"";"";"";"";"";"";""
"Brummen";"Gemiddelde verkoopprijs";"euro";"104497";"236068";"316946";"312900";"236020";"351320";"377695";"461758";"381877";"421718";"524581"
"Brunssum";"Gemiddelde verkoopprijs";"euro";"74695";"135111";"148063";"140607";"148880";"203262";"230838";"239286";"254101";"268627";"290901"
"Budel";"Gemiddelde verkoopprijs";"euro";"96700";"";"";"";"";"";"";"";"";"";""
"Bunnik";"Gemiddelde verkoopprijs";"euro";"129565";"243400";"270461";"307349";"300792";"441040";"537433";"583587";"550477";"556082";"624328"
"Bunschoten";"Gemiddelde verkoopprijs";"euro";"98266";"179684";"248689";"263047";"248750";"363809";"401056";"410781";"441758";"484325";"513085"
"Buren";"Gemiddelde verkoopprijs";"euro";"127372";"209714";"281742";"289948";"274334";"364958";"429241";"500229";"489397";"564869";"580256"
"Bussum";"Gemiddelde verkoopprijs";"euro";"133815";"331210";"344592";"427680";"373650";"";"";"";"";"";""
"Capelle aan den IJssel";"Gemiddelde verkoopprijs";"euro";"93988";"159698";"200432";"208654";"186794";"294059";"343101";"368037";"365589";"390223";"412385"
"Castricum";"Gemiddelde verkoopprijs";"euro";"108697";"187498";"262738";"276992";"255876";"395177";"461120";"513657";"484354";"513673";"530985"
"Chaam";"Gemiddelde verkoopprijs";"euro";"119386";"";"";"";"";"";"";"";"";"";""
"Coevorden";"Gemiddelde verkoopprijs";"euro";"71576";"158862";"188670";"212365";"188646";"276626";"312553";"342313";"352000";"381207";"397804"
"Cothen";"Gemiddelde verkoopprijs";"euro";"116204";"";"";"";"";"";"";"";"";"";""
"Cranendonck";"Gemiddelde verkoopprijs";"euro";"";"203770";"219142";"253464";"225839";"317322";"344682";"394113";"401855";"428153";"464684"
"Cromstrijen";"Gemiddelde verkoopprijs";"euro";"88522";"176077";"240006";"254328";"235866";"";"";"";"";"";""
"Cuijk";"Gemiddelde verkoopprijs";"euro";"95679";"179030";"207321";"232083";"200141";"287731";"326136";"";"";"";""
"Culemborg";"Gemiddelde verkoopprijs";"euro";"104461";"174145";"229631";"253712";"233311";"319641";"385595";"406851";"427235";"463323";"458259"
"Dalen";"Gemiddelde verkoopprijs";"euro";"94353";"";"";"";"";"";"";"";"";"";""
"Dalfsen";"Gemiddelde verkoopprijs";"euro";"117029";"193233";"239137";"239302";"234903";"344270";"393372";"438023";"453709";"480929";"528513"
"Dantumadeel";"Gemiddelde verkoopprijs";"euro";"73909";"143363";"203008";"";"";"";"";"";"";"";""
"Dantumadiel";"Gemiddelde verkoopprijs";"euro";"";"";"";"207530";"187644";"257872";"290598";"365470";"332254";"359932";"416795"
"Delft";"Gemiddelde verkoopprijs";"euro";"79928";"145867";"198283";"225757";"211971";"339921";"395478";"417460";"388177";"409999";"453866"
"Delfzijl";"Gemiddelde verkoopprijs";"euro";"61842";"92073";"134929";"141921";"130887";"177054";"";"";"";"";""
"Denekamp";"Gemiddelde verkoopprijs";"euro";"92273";"172093";"";"";"";"";"";"";"";"";""
"Deurne";"Gemiddelde verkoopprijs";"euro";"109419";"229485";"257527";"282437";"237365";"339761";"375140";"423064";"412143";"423560";"492662"
"Deventer";"Gemiddelde verkoopprijs";"euro";"70509";"147520";"192965";"205165";"194410";"288511";"343585";"382158";"367666";"400782";"447838"
"Didam";"Gemiddelde verkoopprijs";"euro";"105758";"212191";"";"";"";"";"";"";"";"";""
"Diemen";"Gemiddelde verkoopprijs";"euro";"106592";"187605";"216316";"232877";"182173";"414599";"465713";"528144";"510732";"551601";"571777"
"Diepenheim";"Gemiddelde verkoopprijs";"euro";"88696";"171241";"";"";"";"";"";"";"";"";""
"Diepenveen";"Gemiddelde verkoopprijs";"euro";"126479";"";"";"";"";"";"";"";"";"";""
"Diessen";"Gemiddelde verkoopprijs";"euro";"121639";"";"";"";"";"";"";"";"";"";""
"Diever";"Gemiddelde verkoopprijs";"euro";"93724";"";"";"";"";"";"";"";"";"";""
"Dijk en Waard";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"";"";"419589";"401787";"423626";"470371"
"Dinkelland";"Gemiddelde verkoopprijs";"euro";"";"";"239611";"247427";"219021";"315526";"343759";"409307";"396513";"431948";"456043"
"Dinteloord en Prinsenland";"Gemiddelde verkoopprijs";"euro";"91799";"";"";"";"";"";"";"";"";"";""
"Dinxperlo";"Gemiddelde verkoopprijs";"euro";"92546";"173874";"";"";"";"";"";"";"";"";""
"Dirksland";"Gemiddelde verkoopprijs";"euro";"74620";"123657";"224250";"189120";"";"";"";"";"";"";""
"Dodewaard";"Gemiddelde verkoopprijs";"euro";"114554";"194833";"";"";"";"";"";"";"";"";""
"Doesburg";"Gemiddelde verkoopprijs";"euro";"95587";"166228";"239278";"230851";"233048";"284787";"347257";"355044";"361938";"406835";"456536"
"Doetinchem";"Gemiddelde verkoopprijs";"euro";"107795";"153495";"210762";"228798";"210292";"292285";"331854";"380704";"366531";"383133";"424195"
"Domburg";"Gemiddelde verkoopprijs";"euro";"117175";"";"";"";"";"";"";"";"";"";""
"Dongen";"Gemiddelde verkoopprijs";"euro";"104406";"167237";"247593";"229702";"231385";"303641";"355002";"393422";"407522";"430579";"456268"
"Dongeradeel";"Gemiddelde verkoopprijs";"euro";"59817";"99775";"158108";"178861";"161799";"";"";"";"";"";""
"Doorn";"Gemiddelde verkoopprijs";"euro";"133545";"268353";"357203";"";"";"";"";"";"";"";""
"Dordrecht";"Gemiddelde verkoopprijs";"euro";"72146";"129720";"174450";"188588";"185369";"258874";"299241";"344193";"337051";"362740";"391755"
"Drechterland";"Gemiddelde verkoopprijs";"euro";"93879";"197524";"223128";"255550";"234680";"337315";"390248";"434175";"443472";"465461";"533684"
"Driebergen-Rijsenburg";"Gemiddelde verkoopprijs";"euro";"131649";"301825";"368330";"";"";"";"";"";"";"";""
"Drimmelen";"Gemiddelde verkoopprijs";"euro";"";"196105";"245494";"257163";"234528";"300345";"372230";"412094";"404271";"427898";"508816"
"Dronten";"Gemiddelde verkoopprijs";"euro";"110116";"218373";"221999";"220287";"212987";"288202";"328945";"380735";"391106";"390496";"426186"
"Drunen";"Gemiddelde verkoopprijs";"euro";"103433";"";"";"";"";"";"";"";"";"";""
"Druten";"Gemiddelde verkoopprijs";"euro";"93913";"187389";"260043";"239340";"228096";"310627";"368074";"407969";"393365";"437321";"456403"
"Duiveland";"Gemiddelde verkoopprijs";"euro";"77745";"";"";"";"";"";"";"";"";"";""
"Duiven";"Gemiddelde verkoopprijs";"euro";"93567";"176307";"225399";"230024";"217551";"285676";"356087";"364887";"378523";"422481";"444252"
"Den Dungen";"Gemiddelde verkoopprijs";"euro";"118903";"";"";"";"";"";"";"";"";"";""
"Dussen";"Gemiddelde verkoopprijs";"euro";"111267";"";"";"";"";"";"";"";"";"";""
"Dwingeloo";"Gemiddelde verkoopprijs";"euro";"106029";"";"";"";"";"";"";"";"";"";""
"Echt";"Gemiddelde verkoopprijs";"euro";"91650";"145973";"";"";"";"";"";"";"";"";""
"Echteld";"Gemiddelde verkoopprijs";"euro";"111430";"190236";"";"";"";"";"";"";"";"";""
"Echt-Susteren";"Gemiddelde verkoopprijs";"euro";"";"";"184311";"198541";"177131";"254534";"286426";"314551";"323939";"343615";"379254"
"Edam-Volendam";"Gemiddelde verkoopprijs";"euro";"85760";"170400";"253091";"270242";"227861";"353711";"357430";"421963";"401690";"463120";"490856"
"Ede";"Gemiddelde verkoopprijs";"euro";"111526";"204788";"246740";"265566";"231632";"329976";"392419";"429379";"428788";"461089";"523183"
"Eelde";"Gemiddelde verkoopprijs";"euro";"103938";"";"";"";"";"";"";"";"";"";""
"Eemnes";"Gemiddelde verkoopprijs";"euro";"121550";"247256";"275911";"293493";"305333";"460699";"504938";"619261";"469958";"603677";"658208"
"Eemsdelta";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"";"";"223055";"247661";"258900";"291875";"319269"
"Eemsmond";"Gemiddelde verkoopprijs";"euro";"53025";"95980";"149233";"159205";"158565";"";"";"";"";"";""
"Eersel";"Gemiddelde verkoopprijs";"euro";"119626";"236444";"301908";"324326";"277859";"382850";"470135";"511303";"497606";"526920";"536817"
"Egmond";"Gemiddelde verkoopprijs";"euro";"108133";"218267";"";"";"";"";"";"";"";"";""
"Eibergen";"Gemiddelde verkoopprijs";"euro";"91790";"185023";"";"";"";"";"";"";"";"";""
"Eijsden";"Gemiddelde verkoopprijs";"euro";"108135";"216969";"255386";"284009";"";"";"";"";"";"";""
"Eijsden-Margraten";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"238300";"331858";"386121";"418356";"401290";"448726";"516779"
"Eindhoven";"Gemiddelde verkoopprijs";"euro";"87095";"178190";"211986";"218423";"212919";"344024";"367046";"411914";"404275";"450380";"469870"
"Elburg";"Gemiddelde verkoopprijs";"euro";"102200";"206520";"223674";"258929";"231145";"297143";"348909";"390511";"391847";"450037";"472521"
"Elst";"Gemiddelde verkoopprijs";"euro";"103977";"210694";"";"";"";"";"";"";"";"";""
"Emmen";"Gemiddelde verkoopprijs";"euro";"74636";"122583";"168827";"173616";"163937";"226483";"262002";"295488";"297463";"313566";"351871"
"Enkhuizen";"Gemiddelde verkoopprijs";"euro";"78503";"145837";"189402";"194323";"182236";"269123";"326901";"368168";"340683";"391470";"421979"
"Enschede";"Gemiddelde verkoopprijs";"euro";"74311";"119080";"166776";"177524";"171755";"250307";"293302";"331510";"330955";"345393";"373780"
"Epe";"Gemiddelde verkoopprijs";"euro";"129560";"259459";"309604";"281030";"248385";"383561";"463628";"490421";"487968";"472590";"548649"
"Ermelo";"Gemiddelde verkoopprijs";"euro";"120337";"235624";"308476";"320276";"258218";"360055";"424209";"509295";"489950";"545808";"538251"
"Esch";"Gemiddelde verkoopprijs";"euro";"160772";"";"";"";"";"";"";"";"";"";""
"Etten-Leur";"Gemiddelde verkoopprijs";"euro";"105668";"163714";"223696";"247087";"220577";"340667";"364881";"414082";"404599";"416543";"488271"
"Ferwerderadeel";"Gemiddelde verkoopprijs";"euro";"52506";"";"";"";"";"";"";"";"";"";""
"Ferwerderadiel";"Gemiddelde verkoopprijs";"euro";"";"93066";"156207";"147850";"146065";"";"";"";"";"";""
"Fijnaart en Heijningen";"Gemiddelde verkoopprijs";"euro";"92154";"";"";"";"";"";"";"";"";"";""
"Franekeradeel";"Gemiddelde verkoopprijs";"euro";"59745";"110132";"157881";"182056";"149344";"";"";"";"";"";""
"De Friese Meren";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"203762";"";"";"";"";"";""
"De Fryske Marren";"Gemiddelde verkoopprijs";"euro";"";"";"";"";"207262";"311910";"344437";"361360";"363811";"400366";"457160"
"Gaasterlân-Sleat";"Gemiddelde verkoopprijs";"euro";"67182";"151101";"197688";"210193";"";"";"";"";"";"";""
"Gasselte";"Gemiddelde verkoopprijs";"euro";"83341";"";"";"";"";"";"";"";"";"";""
"Geertruidenberg";"Gemiddelde verkoopprijs";"euro";"92103";"177081";"224638";"208870";"208660";"307938";"352304";"374286";"386542";"410139";"456394"
"Geldermalsen";"Gemiddelde verkoopprijs";"euro";"118207";"214999";"289765";"303398";"267265";"";"";"";"";"";""
"Geldrop";"Gemiddelde verkoopprijs";"euro";"88795";"192616";"";"";"";"";"";"";"";"";""
"Geldrop-Mierlo";"Gemiddelde verkoopprijs";"euro";"";"";"242353";"261006";"238755";"353700";"371329";"440719";"434446";"513269";"530710"
"Geleen";"Gemiddelde verkoopprijs";"euro";"85034";"144264";"";"";"";"";"";"";"";"";""
